Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_nutmeg,Test_Overall,Test_cloves,Test_cumin,Test_nutmeg,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],97.09,100.0,93.21,98.21,87.18,95.08,73.11,93.64,"[cumin.real.9511a582c32f.csv] cloves:115, cumin:240, nutmeg:33 → cumin (240 / 388) ✅ | [nutmeg.bdedca695511.csv] cloves:10, cumin:77, nutmeg:31 → cumin (77 / 118) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:200, cumin:176, nutmeg:12 → cloves (200 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:234, cumin:144, nutmeg:10 → cloves (234 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:4, cumin:79, nutmeg:37 → cumin (79 / 120) ✅ | [nutmeg.66ddb6a76271.csv] cloves:2, cumin:22, nutmeg:103 → nutmeg (103 / 127) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:101, cumin:15, nutmeg:4 → cloves (101 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:80, cumin:139, nutmeg:10 → cumin (139 / 229) ❌",0.198,9.91,9.91
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",92.31,100.0,82.27,94.44,82.57,100.0,48.65,100.0,"[cumin.real.9511a582c32f.csv] cloves:80, cumin:42, nutmeg:5 → cloves (80 / 127) ❌ | [nutmeg.bdedca695511.csv] cloves:10, cumin:23, nutmeg:4 → cumin (23 / 37) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:120, cumin:7, nutmeg:0 → cloves (120 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:125, cumin:0, nutmeg:2 → cloves (125 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, nutmeg:0 → cumin (37 / 37) ✅ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:1, nutmeg:39 → nutmeg (39 / 40) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:34, cumin:3, nutmeg:0 → cloves (34 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:28, cumin:46, nutmeg:0 → cumin (46 / 74) ❌",0.123,9.74,9.74
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",97.02,100.0,95.33,95.56,81.25,100.0,63.16,80.0,"[cumin.real.9511a582c32f.csv] cloves:183, cumin:175, nutmeg:25 → cloves (183 / 383) ❌ | [nutmeg.bdedca695511.csv] cloves:55, cumin:34, nutmeg:24 → cloves (55 / 113) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:309, cumin:74, nutmeg:0 → cloves (309 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:248, cumin:0, nutmeg:135 → cloves (248 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:58, nutmeg:57 → cumin (58 / 115) ✅ | [nutmeg.66ddb6a76271.csv] cloves:27, cumin:10, nutmeg:85 → nutmeg (85 / 122) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:94, cumin:3, nutmeg:18 → cloves (94 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:106, cumin:118, nutmeg:0 → cumin (118 / 224) ❌",0.086,15.77,15.77
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",97.12,100.0,95.68,95.16,96.33,100.0,89.19,100.0,"[cumin.real.9511a582c32f.csv] cloves:85, cumin:42, nutmeg:0 → cloves (85 / 127) ❌ | [nutmeg.bdedca695511.csv] cloves:13, cumin:23, nutmeg:1 → cumin (23 / 37) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:112, cumin:15, nutmeg:0 → cloves (112 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, nutmeg:0 → cumin (37 / 37) ✅ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:4, nutmeg:36 → nutmeg (36 / 40) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:34, cumin:3, nutmeg:0 → cloves (34 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:16, cumin:58, nutmeg:0 → cumin (58 / 74) ❌",0.078,0.79,0.79
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",84.9,100.0,66.67,90.0,78.85,100.0,38.89,100.0,"[cumin.real.9511a582c32f.csv] cloves:54, cumin:8, nutmeg:1 → cloves (54 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:9, nutmeg:9 → cumin (9 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, nutmeg:63 → nutmeg (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:9, nutmeg:9 → cumin (9 / 18) ✅ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:10, nutmeg:8 → cumin (10 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, nutmeg:0 → cloves (18 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:36, cumin:0, nutmeg:0 → cloves (36 / 36) ✅",0.077,6.05,6.05
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",88.12,100.0,66.67,99.01,73.49,93.1,28.57,100.0,"[cumin.real.9511a582c32f.csv] cloves:84, cumin:12, nutmeg:0 → cloves (84 / 96) ❌ | [nutmeg.bdedca695511.csv] cloves:15, cumin:11, nutmeg:2 → cloves (15 / 28) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:94, cumin:2, nutmeg:0 → cloves (94 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:95, cumin:0, nutmeg:1 → cloves (95 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, nutmeg:10 → cumin (19 / 29) ✅ | [nutmeg.66ddb6a76271.csv] cloves:4, cumin:15, nutmeg:11 → cumin (15 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:0, nutmeg:2 → cloves (27 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:51, cumin:5, nutmeg:0 → cloves (51 / 56) ✅",0.072,14.63,14.63
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",96.35,100.0,95.65,93.55,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:60, cumin:3, nutmeg:0 → cloves (60 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:9, cumin:9, nutmeg:0 → cloves (9 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:17, nutmeg:1 → cumin (17 / 18) ✅ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:15, nutmeg:3 → cumin (15 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:16, cumin:1, nutmeg:1 → cloves (16 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:35, cumin:1, nutmeg:0 → cloves (35 / 36) ✅",0.07,-3.65,3.65
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",68.75,100.0,77.78,42.86,46.67,100.0,20.0,20.0,"[cumin.real.9511a582c32f.csv] cloves:14, cumin:5, nutmeg:0 → cloves (14 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:1, cumin:4, nutmeg:0 → cumin (4 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:16, cumin:3, nutmeg:0 → cloves (16 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:1, cumin:18, nutmeg:0 → cumin (18 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:3, cumin:2, nutmeg:0 → cloves (3 / 5) ❌ | [nutmeg.66ddb6a76271.csv] cloves:2, cumin:1, nutmeg:3 → nutmeg (3 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:2, cumin:3, nutmeg:0 → cumin (3 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, nutmeg:0 → cloves (11 / 11) ✅",0.069,22.08,22.08
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],84.38,100.0,69.57,84.21,88.24,100.0,66.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:15, cumin:1, nutmeg:3 → cloves (15 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:3, nutmeg:2 → cumin (3 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:17, cumin:0, nutmeg:2 → cloves (17 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:3, nutmeg:3 → cumin (3 / 6) ✅ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:3, nutmeg:2 → cumin (3 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:10, cumin:0, nutmeg:1 → cloves (10 / 11) ✅",0.052,-3.86,3.86
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['diff_data_like'],94.71,100.0,85.92,98.37,73.39,100.0,40.54,79.41,"[cumin.real.9511a582c32f.csv] cloves:42, cumin:50, nutmeg:35 → cumin (50 / 127) ✅ | [nutmeg.bdedca695511.csv] cloves:5, cumin:19, nutmeg:13 → cumin (19 / 37) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:71, cumin:33, nutmeg:23 → cloves (71 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:89, cumin:0, nutmeg:38 → cloves (89 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:2, cumin:15, nutmeg:20 → nutmeg (20 / 37) ❌ | [nutmeg.66ddb6a76271.csv] cloves:2, cumin:0, nutmeg:38 → nutmeg (38 / 40) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:29, cumin:1, nutmeg:7 → cloves (29 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:18, cumin:17, nutmeg:39 → nutmeg (39 / 74) ❌",0.051,21.32,21.32
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",98.36,98.93,96.62,99.75,95.24,98.29,87.72,100.0,"[cumin.real.9511a582c32f.csv] cloves:328, cumin:34, nutmeg:21 → cloves (328 / 383) ❌ | [nutmeg.bdedca695511.csv] cloves:44, cumin:61, nutmeg:8 → cumin (61 / 113) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:349, cumin:16, nutmeg:18 → cloves (349 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:315, cumin:21, nutmeg:47 → cloves (315 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:77, nutmeg:38 → cumin (77 / 115) ✅ | [nutmeg.66ddb6a76271.csv] cloves:8, cumin:81, nutmeg:33 → cumin (81 / 122) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:97, cumin:16, nutmeg:2 → cloves (97 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:188, cumin:27, nutmeg:9 → cloves (188 / 224) ✅",0.048,3.12,3.12
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",99.78,99.32,100.0,100.0,93.91,97.5,87.18,97.22,"[cumin.real.9511a582c32f.csv] cloves:81, cumin:42, nutmeg:5 → cloves (81 / 128) ❌ | [nutmeg.bdedca695511.csv] cloves:17, cumin:20, nutmeg:1 → cumin (20 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:92, cumin:35, nutmeg:1 → cloves (92 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, nutmeg:2 → cumin (37 / 39) ✅ | [nutmeg.66ddb6a76271.csv] cloves:2, cumin:32, nutmeg:7 → cumin (32 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:11, nutmeg:1 → cloves (27 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:70, cumin:5, nutmeg:0 → cloves (70 / 75) ✅",0.044,5.87,5.87
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",96.8,99.57,92.77,98.27,93.45,97.44,85.09,98.1,"[cumin.real.9511a582c32f.csv] cloves:211, cumin:160, nutmeg:12 → cloves (211 / 383) ❌ | [nutmeg.bdedca695511.csv] cloves:31, cumin:65, nutmeg:17 → cumin (65 / 113) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:266, cumin:114, nutmeg:3 → cloves (266 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:327, cumin:35, nutmeg:21 → cloves (327 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:85, nutmeg:30 → cumin (85 / 115) ✅ | [nutmeg.66ddb6a76271.csv] cloves:10, cumin:50, nutmeg:62 → nutmeg (62 / 122) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:105, cumin:10, nutmeg:0 → cloves (105 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:95, cumin:127, nutmeg:2 → cumin (127 / 224) ❌",0.039,3.35,3.35
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],78.65,96.72,72.22,67.8,89.09,100.0,68.42,100.0,"[cumin.real.9511a582c32f.csv] cloves:31, cumin:26, nutmeg:6 → cloves (31 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:13, nutmeg:5 → cumin (13 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:50, cumin:12, nutmeg:1 → cloves (50 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, nutmeg:63 → nutmeg (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:16, nutmeg:3 → cumin (16 / 19) ✅ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:16, nutmeg:4 → cumin (16 / 20) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:24, cumin:12, nutmeg:1 → cloves (24 / 37) ✅",0.034,-10.44,10.44
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:60, cumin:3, nutmeg:0 → cloves (60 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:14, cumin:4, nutmeg:0 → cloves (14 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:15, nutmeg:3 → cumin (15 / 18) ✅ | [nutmeg.66ddb6a76271.csv] cloves:2, cumin:17, nutmeg:0 → cumin (17 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, nutmeg:0 → cloves (18 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:36, cumin:0, nutmeg:0 → cloves (36 / 36) ✅",0.026,0.0,0.0
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",53.12,100.0,44.44,0.0,53.33,100.0,60.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:4, nutmeg:0 → cumin (4 / 5) ✅ | [nutmeg.66ddb6a76271.csv] cloves:4, cumin:2, nutmeg:0 → cloves (4 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, nutmeg:0 → cloves (11 / 11) ✅",0.017,-0.21,0.21
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",98.93,98.95,99.59,98.2,90.6,93.44,85.71,92.73,"[cumin.real.9511a582c32f.csv] cloves:285, cumin:94, nutmeg:9 → cloves (285 / 388) ❌ | [nutmeg.bdedca695511.csv] cloves:16, cumin:94, nutmeg:8 → cumin (94 / 118) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:315, cumin:72, nutmeg:1 → cloves (315 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:254, cumin:103, nutmeg:31 → cloves (254 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:3, cumin:99, nutmeg:18 → cumin (99 / 120) ✅ | [nutmeg.66ddb6a76271.csv] cloves:5, cumin:83, nutmeg:39 → cumin (83 / 127) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:60, cumin:56, nutmeg:4 → cloves (60 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:181, cumin:47, nutmeg:1 → cloves (181 / 229) ✅",0.011,8.33,8.33
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",97.16,100.0,94.21,97.22,83.91,96.67,60.0,96.3,"[cumin.real.9511a582c32f.csv] cloves:39, cumin:50, nutmeg:8 → cumin (50 / 97) ✅ | [nutmeg.bdedca695511.csv] cloves:15, cumin:5, nutmeg:9 → cloves (15 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:70, cumin:25, nutmeg:2 → cloves (70 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:11, cumin:0, nutmeg:86 → nutmeg (86 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:26, nutmeg:4 → cumin (26 / 30) ✅ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:11, nutmeg:21 → nutmeg (21 / 32) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:8, cumin:21, nutmeg:1 → cumin (21 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:23, cumin:33, nutmeg:1 → cumin (33 / 57) ❌",0.01,13.25,13.25
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.58,100.0,97.48,98.15,70.11,100.0,13.33,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [nutmeg.bdedca695511.csv] cloves:29, cumin:0, nutmeg:0 → cloves (29 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ❌ | [nutmeg.66ddb6a76271.csv] cloves:13, cumin:0, nutmeg:19 → nutmeg (19 / 32) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, nutmeg:0 → cloves (57 / 57) ✅",-0.051,28.47,28.47
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",95.83,100.0,95.52,92.19,75.0,100.0,55.56,68.75,"[cumin.real.9511a582c32f.csv] cloves:40, cumin:23, nutmeg:0 → cloves (40 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:14, cumin:1, nutmeg:3 → cloves (14 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:59, cumin:4, nutmeg:0 → cloves (59 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:46, cumin:0, nutmeg:17 → cloves (46 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:8, nutmeg:10 → nutmeg (10 / 18) ❌ | [nutmeg.66ddb6a76271.csv] cloves:2, cumin:1, nutmeg:16 → nutmeg (16 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:12, cumin:6, nutmeg:0 → cloves (12 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:13, cumin:23, nutmeg:0 → cumin (23 / 36) ❌",-0.112,20.83,20.83
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",87.5,100.0,75.0,90.0,86.67,100.0,60.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:17, cumin:2, nutmeg:0 → cloves (17 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:3, nutmeg:2 → cumin (3 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:1, nutmeg:4 → nutmeg (4 / 5) ❌ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:4, nutmeg:2 → cumin (4 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, nutmeg:0 → cloves (11 / 11) ✅",-0.12,0.83,0.83
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",97.5,100.0,93.52,98.98,90.36,96.55,78.57,96.15,"[cumin.real.9511a582c32f.csv] cloves:9, cumin:69, nutmeg:18 → cumin (69 / 96) ✅ | [nutmeg.bdedca695511.csv] cloves:24, cumin:3, nutmeg:1 → cloves (24 / 28) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:72, nutmeg:23 → cumin (72 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, nutmeg:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:25, nutmeg:3 → cumin (25 / 29) ✅ | [nutmeg.66ddb6a76271.csv] cloves:14, cumin:14, nutmeg:2 → cloves (14 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:28, cumin:1, nutmeg:0 → cloves (28 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:45, nutmeg:11 → cumin (45 / 56) ❌",-0.166,7.14,7.14
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",95.43,100.0,91.67,94.31,84.4,100.0,64.86,88.24,"[cumin.real.9511a582c32f.csv] cloves:87, cumin:36, nutmeg:4 → cloves (87 / 127) ❌ | [nutmeg.bdedca695511.csv] cloves:26, cumin:5, nutmeg:6 → cloves (26 / 37) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:114, cumin:13, nutmeg:0 → cloves (114 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:115, cumin:0, nutmeg:12 → cloves (115 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:9, nutmeg:28 → nutmeg (28 / 37) ❌ | [nutmeg.66ddb6a76271.csv] cloves:5, cumin:2, nutmeg:33 → nutmeg (33 / 40) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:9, nutmeg:9 → cloves (19 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:32, cumin:42, nutmeg:0 → cumin (42 / 74) ❌",-0.173,11.03,11.03
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",50.0,50.0,91.67,0.0,60.0,80.0,100.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, nutmeg:0 → cumin (19 / 19) ✅ | [nutmeg.bdedca695511.csv] cloves:1, cumin:4, nutmeg:0 → cumin (4 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, nutmeg:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, nutmeg:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, nutmeg:0 → cumin (5 / 5) ✅ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:6, nutmeg:0 → cumin (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:2, cumin:3, nutmeg:0 → cumin (3 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, nutmeg:0 → cumin (11 / 11) ❌",-0.175,-10.0,10.0
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",98.74,99.79,98.31,98.03,85.42,100.0,78.95,76.19,"[cumin.real.9511a582c32f.csv] cloves:106, cumin:215, nutmeg:62 → cumin (215 / 383) ✅ | [nutmeg.bdedca695511.csv] cloves:65, cumin:27, nutmeg:21 → cloves (65 / 113) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:114, cumin:232, nutmeg:37 → cumin (232 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:383, cumin:0, nutmeg:0 → cloves (383 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:60, nutmeg:54 → cumin (60 / 115) ✅ | [nutmeg.66ddb6a76271.csv] cloves:32, cumin:50, nutmeg:40 → cumin (50 / 122) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:97, cumin:17, nutmeg:1 → cloves (97 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:30, cumin:173, nutmeg:21 → cumin (173 / 224) ❌",-0.18,13.32,13.32
