Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_nutmeg,Test_Overall,Test_cloves,Test_cumin,Test_nutmeg,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",None,94.27,100.0,85.53,100.0,65.45,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:18, cumin:0, nutmeg:0 → cloves (18 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.66ddb6a76271.csv] cloves:20, cumin:0, nutmeg:0 → cloves (20 / 20) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, nutmeg:0 → cloves (37 / 37) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌",-0.333,28.82,28.82
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,96.88,100.0,91.78,100.0,65.45,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:18, cumin:0, nutmeg:0 → cloves (18 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.66ddb6a76271.csv] cloves:20, cumin:0, nutmeg:0 → cloves (20 / 20) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, nutmeg:0 → cloves (37 / 37) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌",-0.333,31.43,31.43
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.33,100.0,99.36,98.61,66.09,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [nutmeg.bdedca695511.csv] cloves:38, cumin:0, nutmeg:0 → cloves (38 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ❌ | [nutmeg.66ddb6a76271.csv] cloves:41, cumin:0, nutmeg:0 → cloves (41 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, nutmeg:0 → cloves (75 / 75) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌",-0.333,33.24,33.24
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",None,99.43,100.0,98.97,99.33,65.81,99.18,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [nutmeg.bdedca695511.csv] cloves:118, cumin:0, nutmeg:0 → cloves (118 / 118) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ❌ | [nutmeg.66ddb6a76271.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, nutmeg:0 → cloves (229 / 229) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌",-0.333,33.62,33.62
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,66.1,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [nutmeg.bdedca695511.csv] cloves:118, cumin:0, nutmeg:0 → cloves (118 / 118) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ❌ | [nutmeg.66ddb6a76271.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, nutmeg:0 → cloves (229 / 229) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌",-0.333,33.9,33.9
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,99.86,100.0,100.0,99.55,65.24,99.18,0.0,98.18,"[cumin.real.9511a582c32f.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [nutmeg.bdedca695511.csv] cloves:118, cumin:0, nutmeg:0 → cloves (118 / 118) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ❌ | [nutmeg.66ddb6a76271.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:120, cumin:0, nutmeg:0 → cloves (120 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:229, cumin:0, nutmeg:0 → cloves (229 / 229) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌",-0.333,34.62,34.62
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",64.06,14.29,95.83,78.95,52.94,0.0,66.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:18, nutmeg:1 → cumin (18 / 19) ✅ | [nutmeg.bdedca695511.csv] cloves:4, cumin:0, nutmeg:1 → cloves (4 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, nutmeg:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:4, nutmeg:2 → cumin (4 / 6) ✅ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:5, nutmeg:1 → cumin (5 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:6, nutmeg:0 → cumin (6 / 6) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, nutmeg:0 → cumin (11 / 11) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:1, cumin:0, nutmeg:18 → nutmeg (18 / 19) ✅",-0.341,11.12,11.12
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",95.31,97.28,91.14,97.9,93.04,92.5,89.74,97.22,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:65, nutmeg:63 → cumin (65 / 128) ✅ | [nutmeg.bdedca695511.csv] cloves:23, cumin:14, nutmeg:1 → cloves (23 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:64, nutmeg:64 → cumin (64 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:105, cumin:0, nutmeg:23 → cloves (105 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:34, nutmeg:5 → cumin (34 / 39) ✅ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:33, nutmeg:7 → cumin (33 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:23, nutmeg:10 → cumin (23 / 39) ❌ | [cloves.real.64c1deab910f.csv] cloves:1, cumin:45, nutmeg:29 → cumin (45 / 75) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:100, cumin:7, nutmeg:21 → cloves (100 / 128) ❌",-0.369,2.27,2.27
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",98.44,100.0,97.26,98.21,90.91,94.74,84.21,94.12,"[cumin.real.9511a582c32f.csv] cloves:49, cumin:13, nutmeg:1 → cloves (49 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:16, cumin:2, nutmeg:0 → cloves (16 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:54, cumin:9, nutmeg:0 → cloves (54 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:17, nutmeg:2 → cumin (17 / 19) ✅ | [nutmeg.66ddb6a76271.csv] cloves:3, cumin:13, nutmeg:4 → cumin (13 / 20) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:1, cumin:11, nutmeg:7 → cumin (11 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:16, cumin:21, nutmeg:0 → cumin (21 / 37) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌",-0.412,7.53,7.53
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",87.81,96.46,88.18,77.32,77.11,100.0,60.71,69.23,"[cumin.real.9511a582c32f.csv] cloves:68, cumin:24, nutmeg:4 → cloves (68 / 96) ❌ | [nutmeg.bdedca695511.csv] cloves:22, cumin:1, nutmeg:5 → cloves (22 / 28) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:86, cumin:10, nutmeg:0 → cloves (86 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:82, cumin:0, nutmeg:14 → cloves (82 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:12, nutmeg:17 → nutmeg (17 / 29) ❌ | [nutmeg.66ddb6a76271.csv] cloves:6, cumin:3, nutmeg:21 → nutmeg (21 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:9, cumin:18, nutmeg:2 → cumin (18 / 29) ❌ | [cloves.real.64c1deab910f.csv] cloves:7, cumin:49, nutmeg:0 → cumin (49 / 56) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:89, cumin:0, nutmeg:7 → cloves (89 / 96) ❌",-0.418,10.7,10.7
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",37.5,100.0,0.0,10.0,33.33,100.0,0.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:9, cumin:0, nutmeg:10 → nutmeg (10 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:8, cumin:0, nutmeg:11 → nutmeg (11 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:4, cumin:1, nutmeg:0 → cloves (4 / 5) ❌ | [nutmeg.66ddb6a76271.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:8, cumin:0, nutmeg:3 → cloves (8 / 11) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:18, cumin:0, nutmeg:1 → cloves (18 / 19) ❌",-0.458,4.17,4.17
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",56.25,4.76,95.83,63.16,35.29,0.0,83.33,20.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:4, cumin:0, nutmeg:1 → cloves (4 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, nutmeg:0 → cumin (6 / 6) ✅ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:5, nutmeg:1 → cumin (5 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:6, nutmeg:0 → cumin (6 / 6) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:11 → nutmeg (11 / 11) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ✅",-0.515,20.96,20.96
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.93,99.79,100.0,96.88,65.53,99.18,1.68,97.27,"[cumin.real.9511a582c32f.csv] cloves:16, cumin:0, nutmeg:372 → nutmeg (372 / 388) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:0, nutmeg:118 → nutmeg (118 / 118) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:388 → nutmeg (388 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, nutmeg:120 → nutmeg (120 / 120) ❌ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:0, nutmeg:127 → nutmeg (127 / 127) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, nutmeg:120 → nutmeg (120 / 120) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:229 → nutmeg (229 / 229) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:388, cumin:0, nutmeg:0 → cloves (388 / 388) ❌",-0.551,33.4,33.4
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],81.25,95.24,63.64,85.71,82.35,100.0,66.67,80.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:0, nutmeg:5 → nutmeg (5 / 5) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, nutmeg:6 → nutmeg (6 / 6) ❌ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:0, nutmeg:6 → nutmeg (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:6, nutmeg:0 → cumin (6 / 6) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:11 → nutmeg (11 / 11) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌",-0.556,-1.1,1.1
