Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_bodai,Train_chienan,Train_go,Train_reihai,Train_rendai,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
long_overlap_first_4,60,30,"[0, 1, 2, 3]","['diff_data_like', 'highpass_fft_batch']",33.83,19.05,85.81,6.9,6.21,49.67,"[rendai.c6effaa6260e.csv] bodai:3, chienan:25, go:7, reihai:1, rendai:26 → rendai (26 / 62) ✅ | [bodai.a4c24f0cd466.csv] bodai:7, chienan:46, go:2, reihai:0, rendai:8 → chienan (46 / 63) ❌ | [go.6152c50431f8.csv] bodai:8, chienan:26, go:10, reihai:0, rendai:19 → chienan (26 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:3, chienan:7, go:0, reihai:11, rendai:42 → rendai (42 / 63) ❌ | [chienan.58b3fecd3230.csv] bodai:4, chienan:54, go:0, reihai:0, rendai:4 → chienan (54 / 62) ✅",-0.104,33.83,33.83
no_overlap_long_first_4,100,100,"[0, 1, 2, 3]","['diff_data_like', 'highpass_fft_batch']",33.93,11.63,63.04,8.89,6.67,77.78,"[rendai.c6effaa6260e.csv] bodai:1, chienan:1, go:2, reihai:0, rendai:15 → rendai (15 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:1, chienan:11, go:2, reihai:0, rendai:5 → chienan (11 / 19) ❌ | [go.6152c50431f8.csv] bodai:1, chienan:4, go:2, reihai:1, rendai:11 → rendai (11 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:2, go:0, reihai:1, rendai:16 → rendai (16 / 19) ❌ | [chienan.58b3fecd3230.csv] bodai:1, chienan:13, go:2, reihai:0, rendai:3 → chienan (13 / 19) ✅",-0.105,33.93,33.93
no_overlap_long_no_benzene,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",42.41,33.33,66.67,0.0,66.67,44.44,"[rendai.c6effaa6260e.csv] bodai:4, chienan:0, go:0, reihai:0, rendai:15 → rendai (15 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:1, chienan:0, go:0, reihai:0, rendai:18 → rendai (18 / 19) ❌ | [go.6152c50431f8.csv] bodai:6, chienan:0, go:0, reihai:0, rendai:13 → rendai (13 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:1, chienan:2, go:2, reihai:0, rendai:14 → rendai (14 / 19) ❌",-0.116,42.41,42.41
long_overlap_first_4,60,30,"[0, 1, 2, 3]",['standard_scaler'],91.98,86.01,89.04,94.12,95.39,95.07,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:63 → rendai (63 / 63) ✅ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:63 → rendai (63 / 63) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:23, go:0, reihai:0, rendai:40 → rendai (40 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:63 → rendai (63 / 63) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ✅",-0.127,91.98,91.98
long_overlap_no_benzene,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],46.6,40.29,66.67,36.84,66.0,22.07,"[rendai.c6effaa6260e.csv] bodai:50, chienan:0, go:1, reihai:0, rendai:12 → bodai (50 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:37, chienan:1, go:3, reihai:0, rendai:22 → bodai (37 / 63) ✅ | [go.6152c50431f8.csv] bodai:55, chienan:0, go:8, reihai:0, rendai:0 → bodai (55 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:41, chienan:9, go:0, reihai:0, rendai:13 → bodai (41 / 63) ❌",-0.146,46.6,46.6
long_overlap_first_6,60,30,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],38.18,30.71,52.67,63.16,16.67,26.39,"[rendai.c6effaa6260e.csv] bodai:36, chienan:0, go:12, reihai:0, rendai:15 → bodai (36 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:34, chienan:1, go:5, reihai:8, rendai:15 → bodai (34 / 63) ✅ | [go.6152c50431f8.csv] bodai:35, chienan:0, go:27, reihai:0, rendai:1 → bodai (35 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:14, go:0, reihai:25, rendai:24 → reihai (25 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:37, chienan:4, go:4, reihai:9, rendai:9 → bodai (37 / 63) ❌",-0.156,38.18,38.18
no_overlap_long_first_4,100,100,"[0, 1, 2, 3]",['highpass_fft_batch'],29.46,71.11,0.0,0.0,13.33,60.87,"[rendai.c6effaa6260e.csv] bodai:6, chienan:0, go:0, reihai:2, rendai:11 → rendai (11 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:14, chienan:0, go:0, reihai:0, rendai:5 → bodai (14 / 19) ✅ | [go.6152c50431f8.csv] bodai:7, chienan:0, go:0, reihai:0, rendai:12 → rendai (12 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:3, chienan:0, go:0, reihai:2, rendai:14 → rendai (14 / 19) ❌ | [chienan.58b3fecd3230.csv] bodai:14, chienan:0, go:0, reihai:2, rendai:3 → bodai (14 / 19) ❌",-0.158,29.46,29.46
no_overlap_long_first_4,100,100,"[0, 1, 2, 3]",['diff_data_like'],32.59,2.27,71.74,2.22,77.78,6.82,"[rendai.c6effaa6260e.csv] bodai:0, chienan:7, go:1, reihai:10, rendai:1 → reihai (10 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:2, chienan:16, go:0, reihai:1, rendai:0 → chienan (16 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:7, chienan:11, go:0, reihai:1, rendai:0 → chienan (11 / 19) ✅",-0.158,32.59,32.59
no_overlap_long_no_benzene,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],48.66,81.82,71.74,22.73,68.18,0.0,"[rendai.c6effaa6260e.csv] bodai:19, chienan:0, go:0, reihai:0, rendai:0 → bodai (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:17, chienan:2, go:0, reihai:0, rendai:0 → bodai (17 / 19) ✅ | [go.6152c50431f8.csv] bodai:19, chienan:0, go:0, reihai:0, rendai:0 → bodai (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:13, chienan:6, go:0, reihai:0, rendai:0 → bodai (13 / 19) ❌",-0.158,48.66,48.66
no_overlap_short_first_4,20,20,"[0, 1, 2, 3]","['standard_scaler', 'highpass_fft_batch']",31.08,15.48,29.52,17.9,63.0,30.43,"[rendai.c6effaa6260e.csv] bodai:3, chienan:7, go:2, reihai:48, rendai:36 → reihai (48 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:15, chienan:12, go:13, reihai:32, rendai:25 → reihai (32 / 97) ❌ | [go.6152c50431f8.csv] bodai:8, chienan:8, go:11, reihai:32, rendai:38 → rendai (38 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:3, chienan:8, go:7, reihai:67, rendai:12 → reihai (67 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:12, chienan:15, go:15, reihai:37, rendai:17 → reihai (37 / 96) ❌",-0.183,31.08,31.08
no_overlap_long_first_4,100,100,"[0, 1, 2, 3]","['standard_scaler', 'highpass_fft_batch']",26.79,6.67,4.35,55.56,17.78,51.16,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:4, reihai:6, rendai:9 → rendai (9 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:1, chienan:0, go:12, reihai:1, rendai:5 → go (12 / 19) ❌ | [go.6152c50431f8.csv] bodai:1, chienan:0, go:8, reihai:2, rendai:8 → go (8 / 19) ✅ | [reihai.03498d9d973f.csv] bodai:1, chienan:0, go:4, reihai:4, rendai:10 → rendai (10 / 19) ❌ | [chienan.58b3fecd3230.csv] bodai:3, chienan:0, go:13, reihai:1, rendai:2 → go (13 / 19) ❌",-0.189,26.79,26.79
short_overlap_first_6,10,5,"[0, 1, 2, 3, 4, 5]",None,99.87,100.0,99.89,99.89,99.68,99.89,"[rendai.c6effaa6260e.csv] bodai:0, chienan:386, go:0, reihai:0, rendai:0 → chienan (386 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:88, go:0, reihai:300, rendai:0 → reihai (300 / 388) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:73, go:0, reihai:315, rendai:0 → reihai (315 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:386, go:0, reihai:0, rendai:0 → chienan (386 / 386) ✅",-0.192,99.87,99.87
no_overlap_long_no_benzene,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",40.62,0.0,0.0,36.36,67.44,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:19 → rendai (19 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:19 → rendai (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:19 → rendai (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:19 → rendai (19 / 19) ❌",-0.2,40.62,40.62
no_overlap_long_no_benzene,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,72.77,75.56,91.3,62.79,67.39,65.91,"[rendai.c6effaa6260e.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ✅",-0.2,72.77,72.77
no_overlap_long_no_benzene_no_alcohol,100,100,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['standard_scaler'],83.04,72.73,86.67,82.22,84.09,89.13,"[rendai.c6effaa6260e.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ✅",-0.2,83.04,83.04
no_overlap_long_no_benzene,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],93.75,93.18,95.45,95.56,91.11,93.48,"[rendai.c6effaa6260e.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:19, go:0, reihai:0, rendai:0 → chienan (19 / 19) ✅",-0.2,93.75,93.75
medium_overlap_no_benzene_no_alcohol,30,15,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",None,96.48,99.68,98.67,99.67,84.84,99.68,"[rendai.c6effaa6260e.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ✅",-0.2,96.48,96.48
short_overlap_no_benzene_no_alcohol,10,5,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",None,96.81,97.59,98.84,97.22,91.07,99.34,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:386, reihai:0, rendai:0 → go (386 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:388, reihai:0, rendai:0 → go (388 / 388) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:388, reihai:0, rendai:0 → go (388 / 388) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:388, rendai:0 → reihai (388 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:386, reihai:0, rendai:0 → go (386 / 386) ❌",-0.2,96.81,96.81
long_overlap_no_benzene_no_alcohol,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",None,99.18,99.29,97.99,100.0,98.65,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:63, go:0, reihai:0, rendai:0 → chienan (63 / 63) ✅",-0.2,99.18,99.18
short_overlap_no_benzene,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.38,99.23,100.0,99.25,98.93,99.45,"[rendai.c6effaa6260e.csv] bodai:386, chienan:0, go:0, reihai:0, rendai:0 → bodai (386 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:388, chienan:0, go:0, reihai:0, rendai:0 → bodai (388 / 388) ✅ | [go.6152c50431f8.csv] bodai:388, chienan:0, go:0, reihai:0, rendai:0 → bodai (388 / 388) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:388, rendai:0 → reihai (388 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:386, chienan:0, go:0, reihai:0, rendai:0 → bodai (386 / 386) ❌",-0.2,99.38,99.38
medium_overlap_no_benzene,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,100.0,100.0,100.0,100.0,100.0,100.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:128, go:0, reihai:0, rendai:0 → chienan (128 / 128) ✅",-0.2,100.0,100.0
no_overlap_long_first_4,100,100,"[0, 1, 2, 3]","['standard_scaler', 'diff_data_like']",35.27,15.56,47.83,11.36,63.64,37.78,"[rendai.c6effaa6260e.csv] bodai:1, chienan:1, go:2, reihai:10, rendai:5 → reihai (10 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:8, chienan:11, go:0, reihai:0, rendai:0 → chienan (11 / 19) ❌ | [go.6152c50431f8.csv] bodai:1, chienan:8, go:4, reihai:0, rendai:6 → chienan (8 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:3, chienan:5, go:1, reihai:0, rendai:10 → rendai (10 / 19) ❌",-0.211,35.27,35.27
no_overlap_long_first_6,100,100,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],39.29,84.09,56.52,27.27,23.91,4.55,"[rendai.c6effaa6260e.csv] bodai:19, chienan:0, go:0, reihai:0, rendai:0 → bodai (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:18, chienan:0, go:0, reihai:1, rendai:0 → bodai (18 / 19) ✅ | [go.6152c50431f8.csv] bodai:19, chienan:0, go:0, reihai:0, rendai:0 → bodai (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:5, go:0, reihai:13, rendai:1 → reihai (13 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:13, chienan:0, go:0, reihai:6, rendai:0 → bodai (13 / 19) ❌",-0.211,39.29,39.29
no_overlap_short_first_4,20,20,"[0, 1, 2, 3]","['diff_data_like', 'highpass_fft_batch']",32.41,37.55,31.86,11.35,22.17,60.47,"[rendai.c6effaa6260e.csv] bodai:13, chienan:1, go:3, reihai:10, rendai:68 → rendai (68 / 95) ✅ | [bodai.a4c24f0cd466.csv] bodai:33, chienan:8, go:12, reihai:6, rendai:37 → rendai (37 / 96) ❌ | [go.6152c50431f8.csv] bodai:15, chienan:8, go:13, reihai:8, rendai:52 → rendai (52 / 96) ❌ | [reihai.03498d9d973f.csv] bodai:7, chienan:2, go:0, reihai:26, rendai:61 → rendai (61 / 96) ❌ | [chienan.58b3fecd3230.csv] bodai:29, chienan:24, go:13, reihai:6, rendai:23 → bodai (29 / 95) ❌",-0.23,32.41,32.41
no_overlap_long_first_4,100,100,"[0, 1, 2, 3]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",28.57,82.22,2.22,6.82,2.22,48.89,"[rendai.c6effaa6260e.csv] bodai:10, chienan:1, go:1, reihai:0, rendai:7 → bodai (10 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:16, chienan:0, go:1, reihai:0, rendai:2 → bodai (16 / 19) ✅ | [go.6152c50431f8.csv] bodai:8, chienan:1, go:3, reihai:1, rendai:6 → bodai (8 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:2, chienan:0, go:2, reihai:1, rendai:14 → rendai (14 / 19) ❌ | [chienan.58b3fecd3230.csv] bodai:17, chienan:0, go:0, reihai:0, rendai:2 → bodai (17 / 19) ❌",-0.347,28.57,28.57
no_overlap_long_first_6,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",33.48,22.73,6.82,35.56,4.35,97.78,"[rendai.c6effaa6260e.csv] bodai:1, chienan:0, go:0, reihai:0, rendai:18 → rendai (18 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:3, chienan:2, go:0, reihai:0, rendai:14 → rendai (14 / 19) ❌ | [go.6152c50431f8.csv] bodai:1, chienan:0, go:0, reihai:0, rendai:18 → rendai (18 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:1, go:1, reihai:2, rendai:15 → rendai (15 / 19) ❌ | [chienan.58b3fecd3230.csv] bodai:5, chienan:2, go:0, reihai:0, rendai:12 → rendai (12 / 19) ❌",-0.432,33.48,33.48
no_overlap_long_first_6,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",32.14,23.26,6.52,36.36,0.0,93.48,"[rendai.c6effaa6260e.csv] bodai:1, chienan:0, go:0, reihai:2, rendai:16 → rendai (16 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:2, chienan:3, go:0, reihai:0, rendai:14 → rendai (14 / 19) ❌ | [go.6152c50431f8.csv] bodai:1, chienan:1, go:0, reihai:0, rendai:17 → rendai (17 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:2, go:0, reihai:0, rendai:17 → rendai (17 / 19) ❌ | [chienan.58b3fecd3230.csv] bodai:2, chienan:2, go:0, reihai:0, rendai:15 → rendai (15 / 19) ❌",-0.495,32.14,32.14
no_overlap_long_first_6,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],61.16,38.64,84.78,61.36,57.78,62.22,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:19, reihai:0, rendai:0 → go (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:19, reihai:0, rendai:0 → go (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:19, reihai:0, rendai:0 → go (19 / 19) ✅ | [reihai.03498d9d973f.csv] bodai:2, chienan:0, go:17, reihai:0, rendai:0 → go (17 / 19) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:19, reihai:0, rendai:0 → go (19 / 19) ❌",-0.579,61.16,61.16
long_overlap_first_4,60,30,"[0, 1, 2, 3]",None,45.65,36.17,35.81,52.26,74.0,28.17,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ❌",-0.6,45.65,45.65
no_overlap_long_first_4,100,100,"[0, 1, 2, 3]",None,46.43,35.56,34.09,48.84,63.04,50.0,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌",-0.6,46.43,46.43
no_overlap_long_first_4,100,100,"[0, 1, 2, 3]",['standard_scaler'],60.27,33.33,77.78,64.44,67.44,58.7,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌",-0.6,60.27,60.27
no_overlap_long_no_benzene_no_alcohol,100,100,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",None,73.66,60.47,78.26,75.0,67.39,86.67,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ❌",-0.6,73.66,73.66
short_overlap_first_4,10,5,"[0, 1, 2, 3]",None,88.43,87.2,85.79,92.49,82.9,93.87,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:386, rendai:0 → reihai (386 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:388, rendai:0 → reihai (388 / 388) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:388, rendai:0 → reihai (388 / 388) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:388, rendai:0 → reihai (388 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:386, rendai:0 → reihai (386 / 386) ❌",-0.6,88.43,88.43
short_overlap_first_4,10,5,"[0, 1, 2, 3]",['standard_scaler'],91.66,84.15,91.14,93.58,94.51,94.86,"[rendai.c6effaa6260e.csv] bodai:0, chienan:386, go:0, reihai:0, rendai:0 → chienan (386 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:388, go:0, reihai:0, rendai:0 → chienan (388 / 388) ❌ | [chienan.58b3fecd3230.csv] bodai:0, chienan:386, go:0, reihai:0, rendai:0 → chienan (386 / 386) ✅",-0.6,91.66,91.66
no_overlap_short_first_4,20,20,"[0, 1, 2, 3]",None,92.27,93.25,86.34,97.38,87.45,96.93,"[rendai.c6effaa6260e.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ❌",-0.6,92.27,92.27
